ID,Time,Selected,BOD,City,State_Region,Country,Date_Leave_Country,Gender,Current_Situation,Type_of_Internet,Device_used,School_Name,Academic_career,Pre_Knowledge_Data,Course_Wish_Join,Dedicate_Learning_Time,Personal_Professional_Goals,Reason_Right_Person,Personal_Professional_Challenges,Others
mmdt2024.050,7/21/2024 12:13:54,Yes,1997,Yangon,Yangon,Myanmar,1/1/2030,Female,Underemployed (low wage) or Intern (No salary),Home Wi-Fi,My own computer,"University of Computer Studies, Yangon",Graduate (Degree holder),4.0,Associate Data Analyst in SQL,3-5 hours/week,My personal goal is to study data analysis in SQL. My professional goal is to apply my skill to organization with high level position. ,"I am filling my skill to apply on next level. I want to improve the knowledge and practical experience. Currently, I have no the experience to apply to higher position and big company. I want to develop my confidence level.","I am facing new challenge to change another level. But I have to fulfill my skill first to grab it. So, I am looking forward to learning with this big resources and including practical projects.",I am former learner with WiT Project with Data Analytics Track
mmdt2024.051,7/21/2024 13:01:00,Yes,1990,Yangon ,Yangon,Myanmar,1/1/2030,Female ,Employed at private sector ,Home Wi-Fi,My own computer,Yangon University of Economics ,Graduate (Degree holder),0.0,Data Scientist using Python,3-5 hours/week,"I want to change my career as a data scientist at my age of 40. So, I decided to start learning data related course from now on. By joining this course, it will help me understand the data well for teaching us in Burmese language and I can get practical knowledge from the projects.",I have zero knowledge concerning data and I am old enough but I can guarantee my commitment on my study. I am the one who is continuously learning so that I can try hard even though I don't have enough knowledge.,"The recent challenge I faced is that my immediate supervisor doesn't treat me well as soon as joining my new job. When I got this new job, I haven't received any formal handover from the supervisor and the previous one who had changed the role to other in the department. I had been tested using many ways by my supervisor. Mostly whenever I work, I always try to be humble and I always decide that I am providing customer service to my internal customers so that I must be humble, nice and professional to them. But when I faced this situation, I don't know how to handle it since I have never seen this type of people. Then, I decided to be more humble to get to know what the tasks I need to know by asking to the subordinate and colleague and I did my best. Finally, he understands that I have enough working experience and can do my tasks without any help from him.",I am the one who is eager to learn the new things and eager to share others what I know.
mmdt2024.052,7/21/2024 13:17:01,Yes,1994,Yangon,Yangon,Myanmar,1/1/2030,Female,"Unemployed, Women in Tech project (Women who became unemployed due to the political conflicts)",Home Wi-Fi,My own computer,KMD,Graduate (Degree holder),2.0,Data Scientist using Python,3-5 hours/week,"This program will provide me with advanced knowledge and viable skills in areas such as big data analytics, machine learning, and data visualization. I am especially excited to be a part of MMDT community and to learn from experts and I am sure  that this program will be crucial in guiding me to succeed in my professional goals.","Receiving the DataCamp scholarship will enable me to access the top-notch learning educational resources that I wouldn't have been able to afford. With this opportunity, I will be able to pick up real-world encounter in programming, machine learning, and data analysis skills that are critical to my future career aspirations. My goal is to apply these skills to handle real-world issues and contribute positively to the industry.","Overcoming the money related obstacles of pursuing a better degree whereas supporting my family was one of the greatest challenges I experienced. I realized after college that continued learning was fundamental to develop my abilities and progress my profession. But paying for more classes and training showed up nearly unaffordable given their limited funds and family commitments. In order to get past this obstacle, I looked for awards, grants, and financial aid opportunities and I supplemented my learning with free and reasonable online tools like webinars, open-source publications, and MOOCs. Through this experience, I learned how important it is to overcome financial obstacles with resourcefulness, constancy, and strategic preparation.","If I were to receive the DataCamp scholarship, I would have get to access excellent educational resources and upgrade my skills and able to learn more about data science and gain practical knowledge that can able to contribute more successfully to improving my future professional skills."
mmdt2024.053,7/21/2024 14:07:03,Yes,1999,Yangon,Yangon,Myanmar,7/1/2023,Female,"Migrants (Leave the country due to the Myanmar Conscription Law), University student (who temporarily paused learning due to the poltical instability)","Home Wi-Fi, Mobile data",My own computer,Yangon Technological University ,Undergraduate Student,1.0,Data Analytics using R,3-5 hours/week,I hope this course will help me change my path from web development to this rapidly growing field in data analysis and enhance my future career.,"I am confident that with the commitment and consistency I possess, receiving this scholarship will encourage me to achieve the skills to make the career change and contributions to community projects.","When I was a sophomore, I was diagnosed with anxiety disorder. I always knew, but the official diagnosis and prescriptions were still shocking to me. At first, I struggled to accept  that I needed medical help but then I’m the only one responsible for taking care of my own mental health. So, I looked for reliable information on the mental well-being websites to educate myself, and started adding self-care practices like taking meds regularly, exercising, eating healthy. Most importantly, getting help from my loved ones. I wouldn’t be here without the support from my family and friends who were with me through ups and downs. It was not an easy path overcoming it and I would say it’s a gradual process. I learned to be patient with myself and celebrate small wins and improvements throughout the journey.",
mmdt2024.054,7/21/2024 14:39:43,Yes,1999,Kawkareik,Kayin,Myanmar,1/1/2030,Male,"Unemployed, Refugee due to the current Political Situation, Youths from conflict-affected areas (Sagaing, Chin, Kayin)., University student (who temporarily paused learning due to the poltical instability)",Mobile data,"Mobile Phone / Table, A borrowed / shared computer",Hpa-an University ,Undergraduate Student,1.0,Data Analytics using Python,3-5 hours/week,I would find a job that related with data analysis and the study of data science journey will be faster after taking this program. This free access help me to save the cost and I can join any other course something like database admin or system admin. ,I believe that I am the right person for this scholarship because I am looking for a chance to enter to this data technology community for long time. If I get the chance I won't let it loose and I will try with all of my abilities. ,No partner to study technology about data with me is the only challenge I face all the time. That is why I am looking for the community to join on online platform. This is my way of overcoming.,"Among rural area, I am trying to develop a community that related with technology such as computer engineering, Data science something like that."
mmdt2024.055,7/21/2024 20:58:45,Yes,2001,Yangon,Others,Outside Myanmar,10/21/2021,Male,"Unemployed, University Student (Private University), University student (who temporarily paused learning due to the poltical instability)","Home Wi-Fi, Mobile data",My own computer,West Yangon Technological University,Undergraduate Student,3.0,Data Scientist using Python,more than 5 hours/week,"By the end of this program, I want to get an internship as a junior data scientist and learn a lot about data science. Data Scientist using Python course will teach me important skills in Python, data analysis, and machine learning. These skills are important for my career change from full-stack web developer. The hands-on experience from this course will help me solve real data problems, analyzing data, making predictions and recommendation and do well in an internship. Free access to this course will help me grow professionally and allow me to work on data projects and move forward in my tech career.","I am the right person to receive this scholarship because I love data science and am very dedicated to learning. I have experience in web development and design, which has given me a basic understanding of technology and data. This scholarship will help me improve my skills in Python, data analysis, and machine learning, which are important for my career change to data science. With this opportunity, I can gain the knowledge and practical experience needed to succeed as an intern junior data scientist. My goal is to work on projects that use data to solve real-world problems, especially in technology fields. I am sure I will learn and complete the course with full commitment because I really need to find a job in this field and advance my career.","One professional challenge I faced was while working as a web developer at Take Your Time, where I led a team of three members. We were developing the Take Your Time website(http://www.youthchancesbytakeyourtime.com/), and one team member was struggling to keep up with our development speed. To solve this, I took the time to understand their difficulties and provided extra support. I taught them some work-related technology and broke down tasks into smaller parts. I also gave some of their workload to another team member to help us stay on track. This helped the struggling team member improve their skills and work better. As a result, our team was able to meet our deadlines and successfully complete the project.","One thing you should know about me is my dedication to learning and my passion for using technology to solve real-world problems. Besides my experience as a web developer, I have worked on personal projects involving data analysis and visualization. I believe my enthusiasm for this field and my background in web development will help me make valuable contributions to the program and the field. I am dedicated to using the skills from this scholarship to drive positive change, especially in technology."
mmdt2024.056,7/22/2024 0:37:45,Yes,1987,Yangon,Rakhine,Myanmar,1/1/2030,Female,None of the above,Home Wi-Fi,My own computer,Sittway Technilogy University ,Graduate (Degree holder),0.0,Associate Data Analyst in SQL,more than 5 hours/week,"By the end of this program, I aim to develop a strong foundation in data analysis techniques and tools, enhance my problem-solving skills, and gain confidence in handling large datasets. Professionally, I aspire to transition into a data analysis role, obtain relevant certifications, and become a competitive candidate in the job marke","I am  hnin pwint cho, a dedicated with a strong background in networking and telecommunications, now transitioning into Data Analysis. My decade-long experience in the telecom sector, combined with my recent upskilling in netowrking and Linux,  python basic  has equipped me with a robust analytical skill set.

My passion for data analysis was sparked by my work in optimizing network operations and solving complex technical problems through data-driven insights. This scholarship will enable me to gain advanced data analysis skills, which are crucial for my goal of becoming a leading data analyst in the tech industry.

My background and continuous pursuit of knowledge align with the scholarship’s mission to support individuals who demonstrate exceptional potential in data analysis. Receiving this scholarship will significantly impact my ability to achieve my career aspirations and contribute meaningfully to the field.

Thank you for considering my application.

","In my previous role as a Networking Operations Engineer, I faced a critical network outage that affected major clients, requiring immediate resolution under immense pressure.
I led a team to quickly diagnose the issue, utilizing my expertise in network analysis and troubleshooting. We implemented a temporary fix to restore service and conducted a thorough root cause analysis to prevent future occurrences.
Our swift and effective response minimized downtime and enhanced client trust. This experience reinforced my problem-solving skills and ability to perform under pressure.","I’m a highly motivated individual with a unique blend of experience in telecommunications and a strong passion for data analysis and networking technology. My background in networking operations has honed my analytical and problem-solving skills, which I now apply to data analysis and network engineering. I am committed to continuous learning and leveraging my diverse skills to contribute effectively to the tech industry. Outside of my professional pursuits, I enjoy learning new programing python , R and  some coding , which helps me maintain a balanced and focused approach to my work."
mmdt2024.057,7/22/2024 0:50:43,Yes,1991,Yangon,Yangon,Myanmar,1/1/2030,Female,Unemployed,Home Wi-Fi,My own computer,TU ( Magway ),Graduate (Degree holder),3.0,Data Scientist using Python,3-5 hours/week,I hope to acieve the best supplyment in going to apply jobs.I can get confidence more than now due to study the data science under the good road map with teachers.,I really want to go the goal but I can't be able to attend due to money because I have to supply my family that is first priority.,"As long as I don't give up, I don't fail.","I quit my job 7 years ago due to my family case.Now,I would like to perfect my skills and change careers."
mmdt2024.058,7/22/2024 0:58:36,Yes,1997,Chiang Mai,Others,Outside Myanmar,4/5/2024,Female,Unemployed,Home Wi-Fi,My own computer,Yangon University of Economics,Graduate (Degree holder),1.0,Associate Data Analyst in SQL,3-5 hours/week,"I hope to understand more about data analysis, subjects and courses I need to learn more to be data analyst and getting networking in data career. This course will help me to continuous learning for my personal development during this career break time.","As I am determined to change my career to be data analyst, I have a strong passion to learn about data analysis and this scholarship will help me to pursue opportunities for this change and my professional career growth.","In my previous job as sale consultant in automotive company, I faced the challenge of meeting sale targets in low demand with highly competitive market situation. Despite my enthusiasm and hard work, I struggled to close deals with customers. To overcome this challenge, I refined my approach, build strong relationship with customers and tried to better understand them. Then, I discussed with my managers for effective sale promotion and negotiate with customers to close deals. This experience taught me the importance of adaptability, customer relationship management and customer-centric selling.","It is my passion for continuous learning and self-improvement for personal and professional growth. So, I've taken online courses to expand my knowledge and skills. Moreover, I'm self-motivated and hardworking person who try my best to achieve my goals."
mmdt2024.059,7/22/2024 1:05:30,Yes,1999,Yangon,Yangon,Myanmar,1/1/2030,Female,University student (who temporarily paused learning due to the poltical instability),Mobile data,"My own computer, Mobile Phone / Table, A borrowed / shared computer",Pyay Technological University,Undergraduate Student,2.0,Data Analytics using Python,3-5 hours/week,My personal goal is to know more deeply about data analyst and to apply it efficiently in our environment and to connect with professionals and professional goal is to work as a professional. This course will help me in the way of connection with experienced professionals and learn actively  with new friends together.,"I was already interested in data analyst, data science , my laptop is not working well, finally decided no matter what is going on, I need to learn bit by by , day by day , so I studied excel in my free time , and I have to connect with professionals to know more deeply which shpuld I study next , how to study , how to test my skill. This scholarship is the roadmap for my career in analyst and data science , this will help me to activate my awareness to apply real data to be better for real application in real - life and to make a business by applying it.","The challenge  I have faced currently is  my financial income and working environments. I have to work in somewhere or I have to do business. Now I am currently working as an intern in automation company and I got intern salary and time schedule is over. And luckily I got many experiences so I can work in other related company and I can get income to learn and to keep learning of data analyst and mathematics for data analyst. I have to work actively and learn actively to work as an professional in high level company an a data analyst. My professional challenge I faced is the environment I am working is male dominant and they drink alcohol so much , I have to drink to be familiar with them , to keep in touch with them to work friendly . I am not that kind of person and I faced it difficultly, and I have to do breath work to keep working in that area. The things I have to do is to be more professional by working snartly and say no openly if this really make my physical and mental health miserable in the long terms. ","I am an active learner and trying to be better personal with growth mindset and so happy to work as a volunteer if I have a chance. And also currently political situation We are facing is sometimes difficult to keep forward , but we have to move together and we have to help each other by sharing valuable insights. That is I am currently doing."
mmdt2024.060,7/22/2024 2:13:39,Yes,1999,Mawlamyine,Yangon,Myanmar,1/1/2030,Female ,Underemployed (low wage) or Intern (No salary),"Home Wi-Fi, Mobile data",My own computer,"University of Computer Studies, Yangon",Undergraduate Student,2.0,Data Scientist using Python,3-5 hours/week,"By completing this program, I hope to achieve my expertise concerned with data science as one step of my professional goal. And I think that the free access will provide me with the necessary knowledge, hand-on experience to achieve my career goals in the data field.","I am the right person to achieve this scholarship due to my strong passion for my career goal to advance my skills through DataCamp's thorough courses. My strong foundation in analytical thinking and problem-solving equips me to maximize this opportunity, enhancing my expertise and making a valuable impact in data field.","Personal or professional challenges I faced are about public speaking and effectively explaining insights to clients.
To overcome them, I practiced my words in advance, I ensured my points carefully what I want to say while communicating, and watching videos to learn more about professional speech.",I am committed to learning through DataCamp’s thorough courses and am eager to develop the expertise needed in data science. I am dedicated to continuous improvement and believe this opportunity will significantly advance my skills and career.
mmdt2024.061,7/22/2024 5:17:47,Yes,1995,"Kawlin, Sagaing",Mandalay,Myanmar,1/1/2030,Female,"Youths from conflict-affected areas (Sagaing, Chin, Kayin).","Home Wi-Fi, Mobile data","My own computer, Mobile Phone / Table","University of Nursing, Mandalay.",Graduate (Degree holder),3.0,Data Analytics using Python,more than 5 hours/week,"By the end of this program, I hope to be well working with data analytic career with the skills and knowledge gained from this program. It would be one step to skilling up my knowledge and capacity for using at my jobs. Currently, I had starting to a self-learning practice about the basic data and data analysis from the You Tube Channels but there are many difficult for me to reach my goal systematically without mentor. If I had a chance to attend this data camp, I would be better in reaching out my data analytic journey than before with the supportive of career experts and diverse peers who attended this training like me. When I try to attend the paid courses which were launching from various trainings, it costs a lot for me comparing with my income. Spending for family survival is more important than my learning in this crisis. For the current situation, I'm happy to access free course like this program because it is very helpful and effective for me to upgrade my career. I can give 100% commitment to join this program and It would be appreciated to the persons who organizing and facilitating this program.","I am very interested in data management and data analytic, so I had make a self-learning about the data analytic from the various sources such as social media platform, You Tube channels. But it was not get enough helpful for me to reach my goal and I want to learn data analytic systematically from the persons who were expert in working real practicing with database analysis. I am willingness to learn and attention to details. I'm pleased to working with database managements and I hope to be an expert in presentation of interesting information through data analysis. I want to use and share my knowledge and skills gained from this program in working community based projects with non-profit organization. I'm sure I would be a right candidate for this data camp program because your effort wouldn't be waste but, It would be effective for my professional goals and my environment's development.","Data analytic with Pythons is new thing to learn for me, so it would be many difficult in learning journey. But I pay attention in studying, ask my mentors, discuss with the peers and browse from the reliable website would be some methods to overcome this challenges.","No, I am. if you needed any further information, please don't hesitate to reach out me via email."
mmdt2024.062,7/22/2024 5:26:24,Yes,1994,Yangon,Yangon,Myanmar,1/1/2030,Female ,None of the above,"Home Wi-Fi, Office/school Wi-Fi, Mobile data","My own computer, Mobile Phone / Table",Coursera,Graduate (Degree holder),3.0,Data Analytics using Python,3-5 hours/week,"At the end of this program, I hope to change my career and become more career-oriented in data fields, my personal goal is to more connection the people related in data fields. My professional goal is to share my knowledge with others as much as I know.","Yes, I really honest person to receive this scholarship. I am crazy about the data fields. I'm the one who shares with others the knowledge and skills that I studied.","I have faced planning time problems in managing my work tasks. It is a critical issue for me. Now, I solved this challenge by prioritizing the task. When I am doing multiple tasks in progress, I can reply honestly and freely by reason if someone tells me to do the tasks in urgent that I cannot do by the deadline. Now, all of the tasks are in the progress state and I can more happy to work.",I'm a positive and free-mode person. I can do very well self-study.
mmdt2024.063,7/22/2024 9:26:59,Yes,1988,Mandalay,Mandalay,Myanmar,1/1/2030,Female,Company staff,"Home Wi-Fi, Office/school Wi-Fi",A borrowed / shared computer,Computer University(Mandalay),Graduate (Degree holder),2.0,Data Analytics using Python,3-5 hours/week,"I am interested in a career in data analytics, this course provides me with necessary tools and knowledge to achieve my log-term objectives.","I am extremely passionate to join about this scholarship, and I believe this course will improve my learning skills and my career development.","Acquiring successful time management skills was the biggest challenge I faced as a student. Now that I am in the workforce, I continue to use my skills I gained, and I am always trying to improve on them as well.","I graduated bachelor of computer science from computer university. Now,I am working as an Accountant in Telecommunication Company.I would like to change my career path to Data Analyst.I really want to join this course and willing to learn new skills in order to enhance my ability."
mmdt2024.064,7/22/2024 11:28:59,Yes,1993,Yangon,Yangon,Myanmar,1/1/2030,Female,Underemployed (low wage) or Intern (No salary),Home Wi-Fi,My own computer,University of Computer Studies Mandalay,Graduate (Degree holder),1.0,Data Analytics using Python,more than 5 hours/week,My personal goal is  to gain valuable data analysis knowledge and experience .My professional goal is to change my career as an data analytics expert. ,"I deserve this scholarship because I have the strength and determination to achieve my goals, no matter what hurdles I have to overcome.","
Few years ago, I was pursuing a Master's degree in Computer Technology.
To cover school and accommodation fees, I worked at a company during thesis.
I often found myself overwhelmed, trying to meet tight deadlines for thesis while also keeping up with my job responsibilities. However, I overcome the difficulties and finish the my master thesis.
","Currently, I am working as an sales admin, which is unrelated to my degree. I wish I could change as an IT professional and hence data analytics expert from this program."
mmdt2024.065,7/22/2024 11:29:58,Yes,1998,Bangkok,Others,Outside Myanmar,2/1/2023,Male,"Underemployed (low wage) or Intern (No salary), Refugee due to the current Political Situation",Mobile data,"My own computer, Mobile Phone / Table",University of Computer Studies (Pinlon),Graduate (Degree holder),1.0,Data Analytics using Python,3-5 hours/week,"After studying under the guideline for seven months , I aim to achieve several personal and professional milestones that will impact my life. Personally, I would like to enhance my critical thinking skills and gain confidence in my ability to work in the data field. Professionally, I hope to acquire practical experience and knowledge that will make me start my new career in the job market despite my background as a refugee and my lack of prior experience in this field.

Free access to this course will help me accomplish these goals by providing high-quality education and resources especially opportunity to discuss with expert professors. This .will also allow me to network with peers and professionals, exchange ideas, and receive feedback on my progress. This combination of theoretical knowledge and practical application will bridge the gap in my experience, making me better prepared for a career in data field.","I am currently preparing to enter the data field by taking courses on Coursera, fully aware of its competitiveness and the significant challenges faced by a refugee and someone without work experience. Despite these obstacles, I am confident in my ability to bridge this gap. Over the past few months, I have been self-studying, but I feel that something is missing from my learning journey.

I believe that engaging in group discussions, asking questions, and sharing opinions will enhance my understanding far more than solitary study. This course will not only boost my critical thinking skills but also provide valuable practical experience that is crucial for my career development.

For me, a scholarship represents more than just a waiver of fees; it is an opportunity to change my life. I am determined to seize this chance to build my career. I have lost everything in my life and have nothing to lose again. But one thing I can say it is time to get achievements just by working hard. I am eager to learn and have the strength to learn and fight for my way to achieve what I want and who I want to be.  These reasons underscore why I am the right candidate for this scholarship.","As I described above, I am refugee and do not have work permit for now. Yes, I am a worker. But I speak English better than some Thai people. I have encountered people who are jealous of me. This was very annoying for the first month. As time goes by, it becomes normal.  Many people have many different backgrounds and different diversities. So we do not need to change ourself to be liked by anyone. However, we should learn to be flexible with their cultures no matter wherever we are.","I am Shan, not Burmese. So when it comes to discussion or talking, I find out some people confuse my accent. But I do not seem this is my weakness."
mmdt2024.066,7/22/2024 13:37:38,Yes,1999,Yangon,Yangon,Myanmar,1/1/2030,Female,"University student (who temporarily paused learning due to the poltical instability), Employed with a fair salary","Home Wi-Fi, Mobile data","My own computer, Mobile Phone / Table","University of Computer Studies, Yangon",Undergraduate Student,1.0,Data Scientist using Python,3-5 hours/week,"Personally, I want to build a solid foundation in data analytics and data science to better understand how to leverage data in decision-making. And my professional goal is to advance my current career from a user-centric role to a data-centric role, using the skills and knowledge gained from this program. Free access to this course will provide me with comprehensive learning resources and hands-on experience and good guidance from experts in the field, enabling me to achieve both my personal and professional goals.","I believe I'm the right person to receive this scholarship because of my passion and dedication to learning data science, even in tough times. I'm a final-year CDM student who can't continue formal education due to the situation in Myanmar. 

As a UI/UX designer, I use user data to build products, which sparked my interest in data fields. Volunteering at Women in AI Myanmar made me even more curious about data science. I've been self-studying free courses because I can't afford paid ones, but my knowledge is a bit scattered without proper guidance.

This scholarship would give me the structure and resources I need to really understand data science and advance my career.
With this opportunity, I can achieve my goals and help my community by sharing what I learn, especially with other women in tech in Myanmar.","One of the most significant challenges I faced was joining the Civil Disobedience Movement (CDM) during my final year at the University of Computer Studies, Yangon (UCSY). When the university reopened under the Junta, final-year students were given the opportunity to simply sign a paper to receive their degrees. This easy path could have quickly led to a high-paying job, offering a salary five times higher than what I was earning at that time and providing my family with a much easier life.

However, I chose to stay true to my principles and continued to participate in the CDM, despite the personal and professional sacrifices. It was a difficult decision to ignore the immediate benefits, but I believed in standing up for what was right and supporting the movement for a better future for my country.

To overcome this challenge, I focused on self-studying and volunteering with Women in AI Myanmar to build my skills and stay productive. This experience taught me the value of integrity and perseverance, and it strengthened my resolve to contribute positively to my community despite the hardships.","Although I am a UI/UX designer with expertise in creative and digital products, I also have a strong interest in data science and analytics. I actively volunteer with Women in AI Myanmar and other non-profit organizations, and have been self-studying to enhance my skills. This scholarship would support me in achieving my goals and making a positive impact in my community."
mmdt2024.067,7/23/2024 0:09:30,Yes,1998,Meiktila,Mandalay,Myanmar,1/1/2030,Female,Underemployed (low wage) or Intern (No salary),Home Wi-Fi,My own computer,Dagon University,Not Currently Enrolled,2.0,Associate Data Analyst in SQL,more than 5 hours/week,"My personal goal that I hope to achieve by the end of this program is to find fulfillment in life by improving myself and achieving something crucial for my career pathway. 

My professional goal by the end of this program is to gain the SQL skills necessary to become a skillful and well-qualified data analyst.

Free access to this program will definitely help me gain the practical knowledge of SQL that I need to achieve my goals and this will also provide significant motivation to continue pursuing my goals in life.

 ","This is a very great question. The two words that best describe my situation are ""passion"" for this career and my ""financial situation."" 

First of all, I completed my Law degree final year back in 2019, but due to various circumstances, I couldn't pursue a career in law. Instead, I started volunteering at youth organizations to gain experience, build a network, and sharpen my skills. This led me to develop an interest in digital marketing, and through self-study on YouTube, I began to understand how data works. One video from IBM's technology site sparked my passion for the data field, and I craved more information, and i continue to seek out for resources. This is also how I discovered DataCamp and began following Dr. Myo Thida's YouTube channel, which is now one of my top playlists.

Unfortunately, I haven't had the opportunity to join any courses, either online or in person, to discuss my questions with instructors and understand how real-world data science works. Despite my efforts to find answers on websites and YouTube, I still don't feel fully confident or insightful enough to declare myself ready for a data science career.

This is why I believe I am the right person to receive this scholarship. My passion for the field drives me to learn and grow, and I am committed to making the most of the opportunities this program offers. With this scholarship, I am confident that I can develop the skills and knowledge necessary to excel in the data field.","One of the biggest challenges I have faced is dealing with depression. At 26 years old, I have changed my career path but still haven't found stability. This uncertainty has caused me a lot of anxiety, as I worry about not being able to support my family or achieve the personal and professional success I aspire to. Volunteering at youth organizations sometimes intensified these feelings, as I saw young people, even as young as 16 or 17, but they are already achieving significant success in life. 

What helped me overcome this challenge was the story of KFC's founder. His story reminded me that everyone has their own pace in life, and my turn will come as long as I don't give up and keep pushing forward. I also shifted my focus from comparing myself to others to comparing myself to my own past. This change in perspective helped me recognize my own progress and accomplishments, however small they might seem. Motivational YouTube videos also played a significant role in helping me regain my energy and motivation.

That's how I have been able to manage my depression better and stay focused on my goals and tried to believe in my potential and trusting the process.",I want to express that I am fully committed and ready to be accountable for this scholarship opportunity.
mmdt2024.068,7/23/2024 0:17:12,Yes,1995,Yangon,Yangon,Myanmar,1/1/2030,Female,Underemployed (low wage) or Intern (No salary),Home Wi-Fi,My own computer,Thanlyin Technological University,Graduate (Degree holder),3.0,Associate Data Analyst in SQL,more than 5 hours/week,"By the end of this program, I hope to have mastered advanced data analysis techniques, notably statistical modeling and predictive analytics. I want to gain a thorough understanding of data interpretation and visualization so that I can obtain actionable insights to help me make informed decisions. Professionally, I hope to advance to a data analyst position within my present career or to work for a data-driven company where I can make a significant contribution to strategic projects and business outcomes.For a number of reasons, having free access to this course will be essential to accomplishing these objectives. First off, a wide range of topics, from fundamental to advanced data analysis approaches, are covered in the course curriculum. With the help of this structured learning approach, I will be able to handle complex datasets and conduct in-depth analyses by gradually building a strong foundation.Secondly, the course's practical activities and real-world case studies will enable me to apply my theoretical understanding to real-world situations. Gaining practical experience is essential as it will enhance my analytical abilities and acquaint me with industry-leading software and technologies utilized in data analysis.Furthermore, I will have access to the course community and may connect with instructors and other students, which may present me with beneficial networking chances. My perspective will be expanded, and I'll stay up to date on the newest developments in data analysis by interacting with peers who have similar interests and studying under seasoned industry professionals.
To sum up, having free access to this data analysis course will enable me to fulfill two of my goals: first, to advance into a data analyst career; and second, to learn advanced data analysis methodologies. It will give me the abilities and information I need to succeed in the field of data analytics and use data-driven insights to meaningfully contribute to career success.





","I am the right person to receive this scholarship because I have demonstrated my commitment to learning. Also, I am deeply passionate about leveraging data to solve real-world problems, and receiving this scholarship would allow me to fully commit to my studies without financial concerns, ensuring I can focus entirely on mastering advanced data analysis techniques. I am determined to see this through to the end of the course, eager to gain the skills and knowledge necessary to excel in my future career as a data analyst.","I was faced with the issue of managing a big workload and working weekends for lower wage. To deal with this, I prioritized duties, implemented time management strategies, and engaged honestly with my manager to manage expectations and seek delegation opportunities. I also worked on increasing efficiency through process streamlining and maintaining a healthy work-life balance by making time for self-care. Despite the decreased compensation, I pursued possibilities for advancement and skill development, which helped to build my resilience and long-term job satisfaction.","I would like to emphasize my strong dedication to continuous learning and professional development. Beyond my formal education and work experience, I actively seek out opportunities to expand my knowledge and skills. This commitment to ongoing growth allows me to stay ahead of industry trends and contribute effectively to innovative projects."
mmdt2024.069,7/23/2024 1:37:21,Yes,1992,Yangon,Yangon,Myanmar,1/1/2030,Female,"None of the above, Currently working","Home Wi-Fi, Mobile data","My own computer, Mobile Phone / Table",University of Thai Chamber of Commerce,Not Currently Enrolled,2.0,Data Scientist using Python,3-5 hours/week,"I started my career as data analyst in an advertising agency. Data and analyzing the data is my passion. Due to my work nature, I only have to analyze and visualize the data through Microsoft tools. Last 3years, I learned about AI through social monitoring Supplier. So, my passion to the data move me to search for more information and learned more about Data science, machine learning and AI. I want to upgrade my professional career relating to the data science which was based on my personal passion since the start of my work. I believe that the courses such as Data Analyst, Data Science and Tableau course could fulfill the need to upgrade my career and through the mentorship programs from this course, I could clarify my uncertainty related to the course. So, I believe that the data camp program could level up my current data science knowledge and upgrade my career to the further level.","My first job is a difference area comparing to my graduate university (Computer Science). While I could apply some of my knowledge to my job, I had to learn a lot about marketing, advertising, and related areas. This could encourage to have habit of continuous learning while working. I try to have learning time during weekends or afterwork. Apart from some expectational cases, I finished all the classes. I earned single subject diplomas, diplomas, certificates and master degree while I am working. Apart from some expectational cases, I consistently finish all courses I have studied. My previous records are a prove of my ability to manage the commitment effectively. So, my commitment to the learning, with the support of my passion to data, helps me to become the right person to receive this opportunity.","I have a lot of difficulties during my first job. I had to learn a variety of things such as job flow, communication and theoretical knowledge. Communication and knowledge was the hardest things for me at that time. At that time internet access was limited and it was hard to look for information and I was very introvert to have communication with other. So, I start attending class to gain knowledge. Fortunately, I also met different people and my communication skill improved a lot. Through continuous learning, I improve my professional skill a lot. Although my communication skill need to improve more, it is a lot better than it used to be. So, I believe that as long as I know my requirement or disadvantage, and keep fulfilling or improving it, I think I could overcome all the difficulties.",
